row,col,gx_t,gy_t,fw_t,gx_v3.x,gx_v3.y,gx_v3.z,gy_v3.x,gy_v3.y,gy_v3.z,fw_v3.x,fw_v3.y,fw_v3.z,gx_v4.x,gx_v4.y,gx_v4.z,gx_v4.w,gy_v4.x,gy_v4.y,gy_v4.z,gy_v4.w,fw_v4.x,fw_v4.y,fw_v4.z,fw_v4.w
6,1,0.497494668,0.49999997,0.997494638,0.497494668,0.09375,0.125,0.49999997,-0.25,0.125,0.997494638,0.34375,0.25,0.497494668,0.09375,0.125,0.046875,0.49999997,-0.25,0.125,0.046875,0.997494638,0.34375,0.25,0.09375
6,2,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.046875,0,-0.25,0.125,0.078125,0.25,0.53125,0.25,0.125
6,3,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.046875,0,-0.25,0.125,0.109375,0.25,0.53125,0.25,0.15625
6,4,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.046875,0,-0.25,0.125,0.140625,0.25,0.71875,0.25,0.1875
6,5,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.046875,0,-0.25,0.125,0.171875,0.25,0.71875,0.25,0.21875
6,6,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.046875,0,-0.25,0.125,0.203125,0.25,0.90625,0.25,0.25
6,7,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.046875,0,-0.25,0.125,0.234375,0.25,0.90625,0.25,0.28125
7,0,-7.14018552e-06,0.00249815336,0.00250529335,-7.14018552e-06,0.09375,0.125,0.00249815336,-0.25,0.125,0.00250529358,0.34375,0.25,-7.14018552e-06,0.09375,0.125,0.015625,0.00249815336,-0.25,0.125,0.015625,0.00250529358,0.34375,0.25,0.03125
7,1,-7.14018552e-06,0.49999997,0.500007093,-7.14018552e-06,0.09375,0.125,0.49999997,-0.25,0.125,0.500007093,0.34375,0.25,-7.14018552e-06,0.09375,0.125,0.015625,0.49999997,-0.25,0.125,0.046875,0.500007093,0.34375,0.25,0.0625
7,2,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.015625,0,-0.25,0.125,0.078125,0.25,0.53125,0.25,0.09375
7,3,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.015625,0,-0.25,0.125,0.109375,0.25,0.53125,0.25,0.125
7,4,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.015625,0,-0.25,0.125,0.140625,0.25,0.71875,0.25,0.15625
7,5,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.015625,0,-0.25,0.125,0.171875,0.25,0.71875,0.25,0.1875
7,6,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.015625,0,-0.25,0.125,0.203125,0.25,0.90625,0.25,0.21875
7,7,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.015625,0,-0.25,0.125,0.234375,0.25,0.90625,0.25,0.25
