row,col,gx_t,gy_t,fw_t,gx_v3.x,gx_v3.y,gx_v3.z,gy_v3.x,gy_v3.y,gy_v3.z,fw_v3.x,fw_v3.y,fw_v3.z,gx_v4.x,gx_v4.y,gx_v4.z,gx_v4.w,gy_v4.x,gy_v4.y,gy_v4.z,gy_v4.w,fw_v4.x,fw_v4.y,fw_v4.z,fw_v4.w
3,7,0.25,0.10000002384185791,0.3500000238418579,0.25,0.65625,0.125,0.10000002384185791,-0.25,0.625,0.3500000238418579,0.90625,0.75,0.25,0.65625,0.125,0.140625,0.10000002384185791,-0.25,0.625,0.234375,0.3500000238418579,0.90625,0.75,0.375
4,0,0,0.10000000149011612,0.10000000149011612,0,0.09375,0.125,0.10000000149011612,-0.25,0.375,0.10000000149011612,0.34375,0.5,0,0.09375,0.125,0.109375,0.10000000149011612,-0.25,0.375,0.015625,0.10000000149011612,0.34375,0.5,0.125
4,1,0,0.10000000149011612,0.10000000149011612,0,0.09375,0.125,0.10000000149011612,-0.25,0.375,0.10000000149011612,0.34375,0.5,0,0.09375,0.125,0.109375,0.10000000149011612,-0.25,0.375,0.046875,0.10000000149011612,0.34375,0.5,0.15625
4,2,0.25,0.09999999403953552,0.3499999940395355,0.25,0.28125,0.125,0.09999999403953552,-0.25,0.375,0.3499999940395355,0.53125,0.5,0.25,0.28125,0.125,0.109375,0.09999999403953552,-0.25,0.375,0.078125,0.3499999940395355,0.53125,0.5,0.1875
4,3,0.25,0.09999996423721313,0.34999996423721313,0.25,0.28125,0.125,0.09999996423721313,-0.25,0.375,0.34999996423721313,0.53125,0.5,0.25,0.28125,0.125,0.109375,0.09999996423721313,-0.25,0.375,0.109375,0.34999996423721313,0.53125,0.5,0.21875
4,4,0.2500000596046448,0.09999996423721313,0.3500000238418579,0.2500000596046448,0.46875,0.125,0.09999996423721313,-0.25,0.375,0.3500000238418579,0.71875,0.5,0.2500000596046448,0.46875,0.125,0.109375,0.09999996423721313,-0.25,0.375,0.140625,0.3500000238418579,0.71875,0.5,0.25
4,5,0.2500000596046448,0.10000002384185791,0.3500000834465027,0.2500000596046448,0.46875,0.125,0.10000002384185791,-0.25,0.375,0.3500000834465027,0.71875,0.5,0.2500000596046448,0.46875,0.125,0.109375,0.10000002384185791,-0.25,0.375,0.171875,0.3500000834465027,0.71875,0.5,0.28125
4,6,0.25,0.10000002384185791,0.3500000238418579,0.25,0.65625,0.125,0.10000002384185791,-0.25,0.375,0.3500000238418579,0.90625,0.5,0.25,0.65625,0.125,0.109375,0.10000002384185791,-0.25,0.375,0.203125,0.3500000238418579,0.90625,0.5,0.3125
4,7,0.25,0.10000002384185791,0.3500000238418579,0.25,0.65625,0.125,0.10000002384185791,-0.25,0.375,0.3500000238418579,0.90625,0.5,0.25,0.65625,0.125,0.109375,0.10000002384185791,-0.25,0.375,0.234375,0.3500000238418579,0.90625,0.5,0.34375
5,0,0,0.10000000149011612,0.10000000149011612,0,0.09375,0.125,0.10000000149011612,-0.25,0.375,0.10000000149011612,0.34375,0.5,0,0.09375,0.125,0.078125,0.10000000149011612,-0.25,0.375,0.015625,0.10000000149011612,0.34375,0.5,0.09375
5,1,0,0.10000000149011612,0.10000000149011612,0,0.09375,0.125,0.10000000149011612,-0.25,0.375,0.10000000149011612,0.34375,0.5,0,0.09375,0.125,0.078125,0.10000000149011612,-0.25,0.375,0.046875,0.10000000149011612,0.34375,0.5,0.125
5,2,0.2500000298023224,0.09999999403953552,0.3500000238418579,0.2500000298023224,0.28125,0.125,0.09999999403953552,-0.25,0.375,0.3500000238418579,0.53125,0.5,0.2500000298023224,0.28125,0.125,0.078125,0.09999999403953552,-0.25,0.375,0.078125,0.3500000238418579,0.53125,0.5,0.15625
5,3,0.2500000298023224,0.09999996423721313,0.3499999940395355,0.2500000298023224,0.28125,0.125,0.09999996423721313,-0.25,0.375,0.3499999940395355,0.53125,0.5,0.2500000298023224,0.28125,0.125,0.078125,0.09999996423721313,-0.25,0.375,0.109375,0.3499999940395355,0.53125,0.5,0.1875
5,4,0.25,0.09999996423721313,0.34999996423721313,0.25,0.46875,0.125,0.09999996423721313,-0.25,0.375,0.34999996423721313,0.71875,0.5,0.25,0.46875,0.125,0.078125,0.09999996423721313,-0.25,0.375,0.140625,0.34999996423721313,0.71875,0.5,0.21875
5,5,0.25,0.10000002384185791,0.3500000238418579,0.25,0.46875,0.125,0.10000002384185791,-0.25,0.375,0.3500000238418579,0.71875,0.5,0.25,0.46875,0.125,0.078125,0.10000002384185791,-0.25,0.375,0.171875,0.3500000238418579,0.71875,0.5,0.25
5,6,0.25,0.10000002384185791,0.3500000238418579,0.25,0.65625,0.125,0.10000002384185791,-0.25,0.375,0.3500000238418579,0.90625,0.5,0.25,0.65625,0.125,0.078125,0.10000002384185791,-0.25,0.375,0.203125,0.3500000238418579,0.90625,0.5,0.28125
5,7,0.25,0.10000002384185791,0.3500000238418579,0.25,0.65625,0.125,0.10000002384185791,-0.25,0.375,0.3500000238418579,0.90625,0.5,0.25,0.65625,0.125,0.078125,0.10000002384185791,-0.25,0.375,0.234375,0.3500000238418579,0.90625,0.5,0.3125
6,0,0.4974946677684784,0.0024981533642858267,0.49999281764030457,0.4974946677684784,0.09375,0.125,0.0024981533642858267,-0.25,0.125,0.49999281764030457,0.34375,0.25,0.4974946677684784,0.09375,0.125,0.046875,0.0024981533642858267,-0.25,0.125,0.015625,0.49999281764030457,0.34375,0.25,0.0625
6,1,0.4974946677684784,0.4999999701976776,0.997494637966156,0.4974946677684784,0.09375,0.125,0.4999999701976776,-0.25,0.125,0.997494637966156,0.34375,0.25,0.4974946677684784,0.09375,0.125,0.046875,0.4999999701976776,-0.25,0.125,0.046875,0.997494637966156,0.34375,0.25,0.09375
6,2,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.046875,0,-0.25,0.125,0.078125,0.25,0.53125,0.25,0.125
6,3,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.046875,0,-0.25,0.125,0.109375,0.25,0.53125,0.25,0.15625
6,4,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.046875,0,-0.25,0.125,0.140625,0.25,0.71875,0.25,0.1875
6,5,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.046875,0,-0.25,0.125,0.171875,0.25,0.71875,0.25,0.21875
6,6,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.046875,0,-0.25,0.125,0.203125,0.25,0.90625,0.25,0.25
6,7,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.046875,0,-0.25,0.125,0.234375,0.25,0.90625,0.25,0.28125
7,0,-0.000007140185516618658,0.0024981533642858267,0.0025052933488041162,-0.000007140185516618658,0.09375,0.125,0.0024981533642858267,-0.25,0.125,0.00250529358163476,0.34375,0.25,-0.000007140185516618658,0.09375,0.125,0.015625,0.0024981533642858267,-0.25,0.125,0.015625,0.00250529358163476,0.34375,0.25,0.03125
7,1,-0.000007140185516618658,0.4999999701976776,0.5000070929527283,-0.000007140185516618658,0.09375,0.125,0.4999999701976776,-0.25,0.125,0.5000070929527283,0.34375,0.25,-0.000007140185516618658,0.09375,0.125,0.015625,0.4999999701976776,-0.25,0.125,0.046875,0.5000070929527283,0.34375,0.25,0.0625
7,2,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.015625,0,-0.25,0.125,0.078125,0.25,0.53125,0.25,0.09375
7,3,0.25,0,0.25,0.25,0.28125,0.125,0,-0.25,0.125,0.25,0.53125,0.25,0.25,0.28125,0.125,0.015625,0,-0.25,0.125,0.109375,0.25,0.53125,0.25,0.125
7,4,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.015625,0,-0.25,0.125,0.140625,0.25,0.71875,0.25,0.15625
7,5,0.25,0,0.25,0.25,0.46875,0.125,0,-0.25,0.125,0.25,0.71875,0.25,0.25,0.46875,0.125,0.015625,0,-0.25,0.125,0.171875,0.25,0.71875,0.25,0.1875
7,6,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.015625,0,-0.25,0.125,0.203125,0.25,0.90625,0.25,0.21875
7,7,0.25,0,0.25,0.25,0.65625,0.125,0,-0.25,0.125,0.25,0.90625,0.25,0.25,0.65625,0.125,0.015625,0,-0.25,0.125,0.234375,0.25,0.90625,0.25,0.25
